licenceID,licenceNumber,licensee,channel,frequency,location,gridRefDefault,gridReference,licenceType,status,txrx,suppressed,path,createdAt
420397,416234,WIFICONNECT LIMITED,11G2W,10835,TANEATUA (WIFICONNECT),LAT_LONG_NZGD2000_D2000,-38.0695670 177.0300890,Fixed >=1 GHz (Bi-directional),Current,RX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
420397,416234,WIFICONNECT LIMITED,11G2W,10835,MATAHI SOUTH,LAT_LONG_NZGD2000_D2000,-38.2436780 177.1168530,Fixed >=1 GHz (Bi-directional),Current,TX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
420396,416240,WIFICONNECT LIMITED,18G7A,18470,HOKITIKA AIRPORT (WIFI CONNECT),LAT_LONG_NZGD2000_D2000,-42.7138300 170.9841170,Fixed >=1 GHz (Bi-directional),Current,TX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
420396,416240,WIFICONNECT LIMITED,18G7A,18470,"BIG PADDOCK, HOKITIKA",LAT_LONG_NZGD2000_D2000,-42.7303690 171.0180220,Fixed >=1 GHz (Bi-directional),Current,RX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
420395,416236,WIFICONNECT LIMITED,18G8A,18580,TE WHAREKURA O RUATOKI,LAT_LONG_NZGD2000_D2000,-38.1477810 177.0072580,Fixed >=1 GHz (Bi-directional),Current,RX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
420395,416236,WIFICONNECT LIMITED,18G8A,18580,RUATOKI WEST,LAT_LONG_NZGD2000_D2000,-38.1454170 176.9576000,Fixed >=1 GHz (Bi-directional),Current,TX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
420394,416238,WIFICONNECT LIMITED,18G6A,18360,TE WHAREKURA O RUATOKI,LAT_LONG_NZGD2000_D2000,-38.1477810 177.0072580,Fixed >=1 GHz (Bi-directional),Current,RX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
420394,416238,WIFICONNECT LIMITED,18G6A,18360,TANEATUA (WIFICONNECT),LAT_LONG_NZGD2000_D2000,-38.0695670 177.0300890,Fixed >=1 GHz (Bi-directional),Current,TX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
420372,NA,COLVINS LIMITED,EN37#,155.3812,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Mobile - Mobile Transmit,Current,TX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
420372,NA,COLVINS LIMITED,EN37#,155.3812,155 AWATOTO RD NAPIER,LAT_LONG_NZGD2000_D2000,-39.5381804 176.9125183,Land Mobile - Mobile Transmit,Current,RX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
420371,416246,COLVINS LIMITED,EN37,151.2,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Repeater,Current,RX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
420371,416246,COLVINS LIMITED,EN37,151.2,155 AWATOTO RD NAPIER,LAT_LONG_NZGD2000_D2000,-39.5381804 176.9125183,Land Repeater,Current,TX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
420353,NA,COLVINS LIMITED,EE247#,169.8875,Tutumatai,LAT_LONG_NZGD2000_D2000,-37.8438357 178.2731486,Land Mobile - Mobile Transmit,Current,RX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
420353,NA,COLVINS LIMITED,EE247#,169.8875,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Mobile - Mobile Transmit,Current,TX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
420352,416244,COLVINS LIMITED,EE247,165.2875,Tutumatai,LAT_LONG_NZGD2000_D2000,-37.8438357 178.2731486,Land Repeater,Current,TX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
420352,416244,COLVINS LIMITED,EE247,165.2875,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Repeater,Current,RX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
420079,NA,HAWKES BAY REGIONAL COUNCIL,C34#,451.1125,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Mobile - Mobile Transmit,Planned,TX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
420079,NA,HAWKES BAY REGIONAL COUNCIL,C34#,451.1125,GUPPY RD,LAT_LONG_NZGD2000_D2000,-39.5481769 176.8570015,Land Mobile - Mobile Transmit,Planned,RX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
420063,NA,HAWKES BAY REGIONAL COUNCIL,C34,456.15,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Repeater,Planned,RX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
420063,NA,HAWKES BAY REGIONAL COUNCIL,C34,456.15,GUPPY RD,LAT_LONG_NZGD2000_D2000,-39.5481769 176.8570015,Land Repeater,Planned,TX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
420060,NA,R & R MCINTYRE CONTRACTING LIMITED,EN49#,155.5312,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Mobile - Mobile Transmit,Certificate Expired,TX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
420060,NA,R & R MCINTYRE CONTRACTING LIMITED,EN49#,155.5312,CONE,LAT_LONG_NZGD2000_D2000,-39.9703516 176.0361238,Land Mobile - Mobile Transmit,Certificate Expired,RX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
420059,NA,R & R MCINTYRE CONTRACTING LIMITED,EN49,151.35,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Repeater,Certificate Expired,RX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
420059,NA,R & R MCINTYRE CONTRACTING LIMITED,EN49,151.35,CONE,LAT_LONG_NZGD2000_D2000,-39.9703516 176.0361238,Land Repeater,Certificate Expired,TX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
419027,411877,TWO DEGREES NETWORKS LIMITED,18G4A#,19150,OTANGAREI (NTH-002-008-A),LAT_LONG_NZGD2000_D2000,-35.6922536 174.3132174,Fixed >=1 GHz (Bi-directional),Current,RX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
419027,411877,TWO DEGREES NETWORKS LIMITED,18G4A#,19150,KAMO NORTH (NTH-002-005-A),LAT_LONG_NZGD2000_D2000,-35.6590325 174.2815494,Fixed >=1 GHz (Bi-directional),Current,TX,FALSE,data/page/837f87c5041ef6fd7709458446b80db1.json,2024-12-04
410810,NA,ALSCO NZ,CNX36,453.4937,AUCKLAND REGION,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Planned,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
410810,NA,ALSCO NZ,CNX27,453.3813,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Planned,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
410810,NA,ALSCO NZ,CNX27,453.3813,AUCKLAND REGION,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Planned,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
410810,NA,ALSCO NZ,CNX17,449.9563,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Planned,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
410810,NA,ALSCO NZ,CNX17,449.9563,AUCKLAND REGION,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Planned,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
407677,407877,TELETRONICS LIMITED,EEX51,166.3375,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
407677,407877,TELETRONICS LIMITED,EEX51,166.3375,ALL NORTH ISLAND,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
406691,404497,TELETRONICS LIMITED,EEX124,170.7625,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
406691,404497,TELETRONICS LIMITED,EEX124,170.7625,ALL NORTH ISLAND,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
405440,410836,TRAFFIC MANAGEMENT APANUI (2023) LIMITED,FNX590,483.1062,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Cancelled,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
405440,410836,TRAFFIC MANAGEMENT APANUI (2023) LIMITED,FNX590,483.1062,CENTRAL NORTH ISLAND,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Cancelled,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
405440,410836,TRAFFIC MANAGEMENT APANUI (2023) LIMITED,FNX580,482.9812,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Cancelled,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
405440,410836,TRAFFIC MANAGEMENT APANUI (2023) LIMITED,FNX580,482.9812,CENTRAL NORTH ISLAND,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Cancelled,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
405440,410836,TRAFFIC MANAGEMENT APANUI (2023) LIMITED,FNX568,482.8313,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Cancelled,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
405440,410836,TRAFFIC MANAGEMENT APANUI (2023) LIMITED,FNX568,482.8313,CENTRAL NORTH ISLAND,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Cancelled,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
405440,410836,TRAFFIC MANAGEMENT APANUI (2023) LIMITED,FNX549,482.5938,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Cancelled,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
405440,410836,TRAFFIC MANAGEMENT APANUI (2023) LIMITED,FNX549,482.5938,CENTRAL NORTH ISLAND,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Cancelled,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
405440,410836,TRAFFIC MANAGEMENT APANUI (2023) LIMITED,FNX543,482.5188,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Cancelled,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
405440,410836,TRAFFIC MANAGEMENT APANUI (2023) LIMITED,FNX543,482.5188,CENTRAL NORTH ISLAND,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Cancelled,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
245341,302243,JET SPORT WEST NEW ZEALAND LIMITED,ENX86,153.5563,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
245341,302243,JET SPORT WEST NEW ZEALAND LIMITED,ENX86,153.5563,ALL NEW ZEALAND,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
245341,302243,JET SPORT WEST NEW ZEALAND LIMITED,ENX80,153.4812,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
245341,302243,JET SPORT WEST NEW ZEALAND LIMITED,ENX80,153.4812,ALL NEW ZEALAND,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
241455,298892,TELETRONICS LIMITED,EEX41,166.2125,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
241455,298892,TELETRONICS LIMITED,EEX41,166.2125,ALL NORTH ISLAND,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
238444,296256,SKYLINE ENTERPRISES,EE35,162.6375,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Repeater,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
238444,296256,SKYLINE ENTERPRISES,EE35,162.6375,BLUE PEAKS MOTEL,LAT_LONG_NZGD2000_D2000,-45.0331664 168.6647868,Land Repeater,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
238398,297077,SKYLINE ENTERPRISES,EE89,163.3125,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Repeater,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
238398,297077,SKYLINE ENTERPRISES,EE89,163.3125,BLUE PEAKS MOTEL,LAT_LONG_NZGD2000_D2000,-45.0331664 168.6647868,Land Repeater,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
237881,297016,INVERCARGILL CITY COUNCIL,JL10C#,448.4812,TIWAI POINT,LAT_LONG_NZGD2000_D2000,-46.5986976 168.3605317,Fixed <1 GHz; BW <=50 kHz (Bi-directional),Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
237881,297016,INVERCARGILL CITY COUNCIL,JL10C#,448.4812,ICC ESK STREET,LAT_LONG_NZGD2000_D2000,-46.4122000 168.3525200,Fixed <1 GHz; BW <=50 kHz (Bi-directional),Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
237853,297015,INVERCARGILL CITY COUNCIL,JL10C,443.475,TIWAI POINT,LAT_LONG_NZGD2000_D2000,-46.5986976 168.3605317,Fixed <1 GHz; BW <=50 kHz (Bi-directional),Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
237853,297015,INVERCARGILL CITY COUNCIL,JL10C,443.475,ICC ESK STREET,LAT_LONG_NZGD2000_D2000,-46.4122000 168.3525200,Fixed <1 GHz; BW <=50 kHz (Bi-directional),Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
237829,297014,INVERCARGILL CITY COUNCIL,D36,462.7,TIWAI POINT,LAT_LONG_NZGD2000_D2000,-46.5986976 168.3605317,Land Repeater,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
237829,297014,INVERCARGILL CITY COUNCIL,D36,462.7,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Repeater,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
237737,295750,TELETRONICS LIMITED,EE239,165.1875,TUTURUMURI,LAT_LONG_NZGD2000_D2000,-41.4117163 175.5182441,Land Repeater,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
237737,295750,TELETRONICS LIMITED,EE239,165.1875,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Repeater,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
236284,294485,OCEANA GOLD (NEW ZEALAND) LIMITED,DN53,462.4688,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Repeater,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
236284,294485,OCEANA GOLD (NEW ZEALAND) LIMITED,DN53,462.4688,CONTRACTORS HILL,LAT_LONG_NZGD2000_D2000,-45.3684242 170.4451699,Land Repeater,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
236268,294482,TELETRONICS LIMITED,EN173,152.9,PUKERORO,LAT_LONG_NZGD2000_D2000,-41.2294986 175.8803375,Land Repeater,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
236268,294482,TELETRONICS LIMITED,EN173,152.9,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Repeater,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
235178,294561,TIGER TREE TRIMMING LIMITED,FNX632,483.6313,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
235178,294561,TIGER TREE TRIMMING LIMITED,FNX632,483.6313,ALL SOUTH ISLAND,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
235178,294561,TIGER TREE TRIMMING LIMITED,FNX595,483.1687,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
235178,294561,TIGER TREE TRIMMING LIMITED,FNX595,483.1687,ALL SOUTH ISLAND,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
231932,291218,TELETRONICS LIMITED,CN62,456.0813,WEBER ROAD DANNEVIRKE,LAT_LONG_NZGD2000_D2000,-40.2402099 176.1172957,Land Repeater,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
231932,291218,TELETRONICS LIMITED,CN62,456.0813,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Repeater,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
231931,291217,TELETRONICS LIMITED,CN3,455.3438,WEBER ROAD DANNEVIRKE,LAT_LONG_NZGD2000_D2000,-40.2402099 176.1172957,Land Repeater,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
231931,291217,TELETRONICS LIMITED,CN3,455.3438,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Repeater,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
228851,285388,TELETRONICS LIMITED,EE246,165.275,VALLANCE REPEATER,LAT_LONG_NZGD2000_D2000,-40.9756586 175.8924017,Land Repeater,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
228851,285388,TELETRONICS LIMITED,EE246,165.275,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Repeater,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
221209,283515,BRYN LANDS LIMITED,ENX27,150.3875,SOUTH WAIKATO DISTRICT TLA,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
221209,283515,BRYN LANDS LIMITED,ENX27,150.3875,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
220767,281149,OCEANA GOLD (NEW ZEALAND) LIMITED,EE220,164.95,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Repeater,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
220767,281149,OCEANA GOLD (NEW ZEALAND) LIMITED,EE220,164.95,CORONATION HUB CN4  MACRAES MINE,LAT_LONG_NZGD2000_D2000,-45.3274857 170.3844136,Land Repeater,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
220765,281146,OCEANA GOLD (NEW ZEALAND) LIMITED,EE218,164.925,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Repeater,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
220765,281146,OCEANA GOLD (NEW ZEALAND) LIMITED,EE218,164.925,FRASERS HUB GT2 MACRAES MINE,LAT_LONG_NZGD2000_D2000,-45.3858417 170.4597426,Land Repeater,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
220763,281145,OCEANA GOLD (NEW ZEALAND) LIMITED,EE216,164.9,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Repeater,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
220763,281145,OCEANA GOLD (NEW ZEALAND) LIMITED,EE216,164.9,CONTRACTORS HILL,LAT_LONG_NZGD2000_D2000,-45.3684242 170.4451699,Land Repeater,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
219753,280095,Duncan McCrostie,FNX121,470.7563,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
219753,280095,Duncan McCrostie,FNX121,470.7563,ALL NEW ZEALAND,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
217138,278494,TELETRONICS LIMITED,EE128,163.8,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Repeater,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
217138,278494,TELETRONICS LIMITED,EE128,163.8,KUMA KUMA AIRSTRIP,LAT_LONG_NZGD2000_D2000,-41.0558863 175.7572483,Land Repeater,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
217123,278743,OCEANA GOLD (NEW ZEALAND) LIMITED,FN55,478.6687,MACRAES GOLD MINE AREA,LAT_LONG_NZGD2000_D2000,-45.3460627 170.4103960,Land Repeater,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
217123,278743,OCEANA GOLD (NEW ZEALAND) LIMITED,FN55,478.6687,MACRAES FLAT MINE (GOLDEN POINT UNDERGROUND),LAT_LONG_NZGD2000_D2000,-45.3507839 170.4328755,Land Repeater,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
217121,278742,OCEANA GOLD (NEW ZEALAND) LIMITED,FN124,479.5312,MACRAES GOLD MINE AREA,LAT_LONG_NZGD2000_D2000,-45.3460627 170.4103960,Land Repeater,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
217121,278742,OCEANA GOLD (NEW ZEALAND) LIMITED,FN124,479.5312,MACRAES FLAT MINE (GOLDEN POINT UNDERGROUND),LAT_LONG_NZGD2000_D2000,-45.3507839 170.4328755,Land Repeater,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
217119,278741,OCEANA GOLD (NEW ZEALAND) LIMITED,FN67,478.8188,MACRAES GOLD MINE AREA,LAT_LONG_NZGD2000_D2000,-45.3460627 170.4103960,Land Repeater,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
217119,278741,OCEANA GOLD (NEW ZEALAND) LIMITED,FN67,478.8188,MACRAES FLAT MINE (GOLDEN POINT UNDERGROUND),LAT_LONG_NZGD2000_D2000,-45.3507839 170.4328755,Land Repeater,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
217117,278740,OCEANA GOLD (NEW ZEALAND) LIMITED,FN12,478.1313,MACRAES GOLD MINE AREA,LAT_LONG_NZGD2000_D2000,-45.3460627 170.4103960,Land Repeater,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
217117,278740,OCEANA GOLD (NEW ZEALAND) LIMITED,FN12,478.1313,MACRAES FLAT MINE (GOLDEN POINT UNDERGROUND),LAT_LONG_NZGD2000_D2000,-45.3507839 170.4328755,Land Repeater,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
217115,278738,OCEANA GOLD (NEW ZEALAND) LIMITED,FN96,479.1812,MACRAES GOLD MINE AREA,LAT_LONG_NZGD2000_D2000,-45.3460627 170.4103960,Land Repeater,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
217115,278738,OCEANA GOLD (NEW ZEALAND) LIMITED,FN96,479.1812,MACRAES FLAT MINE (GOLDEN POINT UNDERGROUND),LAT_LONG_NZGD2000_D2000,-45.3507839 170.4328755,Land Repeater,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
217113,278737,OCEANA GOLD (NEW ZEALAND) LIMITED,FN36,478.4312,MACRAES GOLD MINE AREA,LAT_LONG_NZGD2000_D2000,-45.3460627 170.4103960,Land Repeater,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
217113,278737,OCEANA GOLD (NEW ZEALAND) LIMITED,FN36,478.4312,MACRAES FLAT MINE (GOLDEN POINT UNDERGROUND),LAT_LONG_NZGD2000_D2000,-45.3507839 170.4328755,Land Repeater,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
216926,278296,TELETRONICS LIMITED,DNX72,465.1187,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
216926,278296,TELETRONICS LIMITED,DNX72,465.1187,ALL NORTH ISLAND,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
216926,278296,TELETRONICS LIMITED,EEX294,172.8875,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
216926,278296,TELETRONICS LIMITED,EEX294,172.8875,ALL NORTH ISLAND,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
216926,278296,TELETRONICS LIMITED,EEX127,170.8,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
216926,278296,TELETRONICS LIMITED,EEX127,170.8,ALL NORTH ISLAND,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
216926,278296,TELETRONICS LIMITED,EEX84,166.75,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
216926,278296,TELETRONICS LIMITED,EEX84,166.75,ALL NORTH ISLAND,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
216926,278296,TELETRONICS LIMITED,EEX40,166.2,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
216926,278296,TELETRONICS LIMITED,EEX40,166.2,ALL NORTH ISLAND,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,TX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
216926,278296,TELETRONICS LIMITED,EEX30,166.075,MOBILE,LAT_LONG_NZGD2000_D2000,NA,Land Simplex,Current,RX,FALSE,data/page/861643087571ccf38a1943185cebcea2.json,2024-12-04
